BHK_NO.,SQUARE_FT,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
3,1800,"Sector-117 Mohali,Mohali",30.723932,76.674473,49.5
3,1220.053239,"Valasaravakkam,Chennai",13.04394,80.17251,110
3,1369.141654,"Electronic City Phase II,Bangalore",12.8458,77.6727,78
3,1500.535906,"Sankar Nagar,Raipur",21.250659,81.659113,28
2,1002.171371,"Bhandup (West),Maharashtra",19.147866,72.932609,120
2,1146.000458,"Tumkur Road,Bangalore",13.34222,77.10167,50
2,1443.488943,"Kothnur Narayanapura,Bangalore",13.057734,77.644206,47
3,1600,"Race Course,Dehradun",30.313141,78.044472,72
4,2580.389043,"Kamatchi Nagar,Chennai",13.09,80.27,130
3,1609.822647,"Zirakpur,Chandigarh",30.662283,76.822397,59
3,1428.279943,"Sector-110 Noida,Noida",28.536585,77.383669,70
3,1117.647059,"Singh More,Ranchi",23.35556,85.33472,39.9
3,1290.084777,"CV Raman Nagar,Bangalore",12.98556,77.66389,70
2,956.120881,"Uniworld City,Kolkata",22.560951,88.495491,56
1,850.2884907,"Borda,Margao",15.28669,73.96978,28
3,1250,"Gandhi Path,Jaipur",25.879721,86.587391,35
3,1356.132075,"Sector-125 Mohali,Mohali",30.751176,76.668359,46
2,1008.517228,"Kogilu,Bangalore",13.092356,77.613468,52.1
2,1130.85622,"Undri,Pune",18.452663,73.93104,63
3,1350.040079,"Nirmal Nagar,Lalitpur",28.881561,76.621298,320
2,1000,"Yendada,Visakhapatnam",17.776084,83.366665,44
2,1065.035123,"Kalyanpur,Kanpur",26.504762,80.253504,47
3,1217.235189,"Kharar-Landran Road,Mohali",30.74,76.65,33.9
3,1300.052002,"St Tukaram Nagar,Pune",18.714661,73.678196,50
1,494.9494949,"shanti nagar,Rajkot",21.745894,70.288923,24.5
3,1556.262264,"Pokhran-2,Lalitpur",24.69028,78.41889,230
2,1063.11008,"Sainath Nagar,Mumbai",17.643384,75.918072,110
3,1675.242312,"Valasaravakkam,Chennai",13.04394,80.17251,140
2,1465.072668,"Chandivali,Maharashtra",18.58584,73.471734,250
2,1329.787234,"Action Area I,Kolkata",22.54111,88.33778,80
3,1625.239006,"Sector-119 Noida,Noida",28.587711,77.403123,85
2,1300,"Kidwai Nagar,Jaipur",24.88756,74.627004,45.5
1,464,"Indus Towne,Bhopal",23.25,77.41667,14.5
3,1650.165017,"Dakshineswar,Kolkata",22.660155,88.366731,80
1,569.9629524,"Talewadi, Neral,Karjat",19.0284965,73.3192845,20
3,1840.388155,"Sector-150 Noida,Noida",28.429614,77.481711,110
3,1138.088012,"Madipakkam,Chennai",12.9623,80.1986,75
3,1605.941985,"4 Bunglows,Mumbai",19.128324,72.825408,320
3,1661.957786,"Kanakpura Road,Bangalore",12.896796,77.5724,100
3,1365.001365,"Saket Nagar,Kanpur",26.431083,80.31609,50
2,721.8390805,"Nanmangalam,Chennai",12.940685,80.177022,31.4
2,638.0602967,"Kharadi,Pune",18.5438,73.9438,40
3,1300.202254,"Sarkanda,Bilaspur",22.102094,82.150476,45
1,620.0432588,"Sector 17 Ulwe,Maharashtra",18.964489,73.019574,43
3,1876.407305,"Krishna Nagar,Lucknow",28.656401,77.2889135,75
3,1835.102897,"Hadapsar,Pune",18.49667,73.94167,140
2,699.844479,"Tilhari,Jabalpur",23.059889,80.151852,27
2,695.1340616,"Ashirvad Colony,Bangalore",12.96991,77.59796,35
3,871.9240457,"Nana Mava,Rajkot",21,77,45
1,579.9672489,"Mulund (West),Maharashtra",19.1759,72.9522,85
2,1050.052503,"Ulwe,Mumbai",18.973908,73.025106,90
3,1347.507112,"Kothrud,Pune",18.5101,73.8141,180
3,2526.16384,"Sector-82 Mohali,Mohali",30.654128,76.732427,140
1,425.1144539,"Mhow,Indore",22.55,75.76,6.5
1,353.7269129,"Vartak Nagar,Lalitpur",24.69028,78.41889,42.9
2,1377.755511,"NIBM,Pune",18.475864,73.890009,110
3,1054.119548,"Sector 75 Faridabad,Faridabad",28.365512,77.346306,26.1
2,1225.114855,"Kaushambi,Ghaziabad",28.638934,77.326457,48
3,1750.056092,"Action Area IID,Kolkata",40.67197199,-86.15292909,78
3,1400.157027,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,53.5
2,476.3967085,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,110
2,1248.285322,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,45.5
3,1685.09742,"Bannerghatta,Bangalore",12.808137,77.58308,160
2,1085.176085,"NIBM,Pune",18.475864,73.890009,53
4,4500.450045,"NIBM,Pune",18.475864,73.890009,200
2,911.0021023,"Malad (West),Maharashtra",19.1849,72.8347,130
3,2100.25203,"Shankar Kalat Nagar,Pune",19.957301,73.839897,150
3,1600,"Airoli,Maharashtra",19.159184,72.993784,180
1,555.0416281,"Sector-17 Vasundhara,Ghaziabad",28.649273,77.355737,36
2,1264.227642,"Kundli,Sonipat",28.874383,77.113251,31.1
3,1288.627936,"Chhalera,Noida",28.57,77.32,41.7
3,1474.840949,"Jagatpura,Jaipur",26.832353,75.841749,51
4,2211.554021,"Goregaon (East),Lalitpur",19.1615,72.8731,820
4,2950.163313,"BTM 2nd Stage,Bangalore",12.96991,77.59796,280
3,2400,"Sector-121 Mohali,Mohali",30.696627,76.693764,98.4
3,968.0324178,"Barasat,Kolkata",22.747639,88.600902,43
3,1767.007447,"Whitefield,Bangalore",12.9958935,77.761394,140
3,1000,"Netaji Nagar,Kolkata",22.479002,88.36159,34
3,1400.289715,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,58
2,954.8839247,"Kaspate Vasti,Pune",18.52361,73.84778,65.4
4,773.993808,"Zinnat Nagar,Valsad",20.601692,72.92195,60
2,1210.165389,"Balmatta,Mangalore",12.875343,74.85017,60
3,1489.995743,"Jaisinghpura,Jaipur",26.532207,75.520538,35
3,1350.135014,"Ajay Ahuja Nagar,Kota",25.113709,75.845302,45
4,2470.007057,"Hebbal,Bangalore",13.04034,77.591347,210
3,2010.050251,"Cox Town,Bangalore",12.994454,77.624945,160
4,1716.492633,"Hebbal,Bangalore",13.04034,77.591347,240
3,1400.051854,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,54
1,625,"Sector-8 Kharghar,Lalitpur",19.030318,73.070892,65
2,1199.940003,"Seshadripuram,Bangalore",12.9879,77.5789,80
2,1050.006563,"Subhash Nagar,Lalitpur",30.927654,75.889492,160
3,1092,"Patuli,Kolkata",22.472622,88.381386,54.6
3,1844.222091,"Sector-104 Gurgaon,Gurgaon",28.474616,76.990309,94
4,3111.96451,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,470
2,1068.577535,"Chembur (East),Mumbai",19.05871,72.89969,170
3,2600,"Ashish nagar,Bhilai",22.496749,73.468314,65
3,1705.131686,"Zirakpur,Chandigarh",30.662283,76.822397,62.8
2,1164.486382,"Sector-150 Noida,Noida",28.429614,77.481711,54.3
1,350.0954806,"Ajmer Road,Jaipur",26.928785,75.828002,5.5
3,2560.124127,"New Alipore,Kolkata",22.53028,88.33417,330
2,1290.159373,"Mihan,Nagpur",21.15389,79.08306,51
3,1855.28757,"Sector-4 Vaishali,Ghaziabad",28.644695,77.338956,110
3,1231.135822,"Lake Gardens,Kolkata",22.507959,88.353262,93
2,1000,"NRI Layout,Bangalore",12.96991,77.59796,45
3,1098.354382,"Sirsi Road,Jaipur",27.073397,75.594316,28.7
2,1100.244499,"Sujatha Nagar,Visakhapatnam",15.512973,80.025795,45
2,1116.830797,"Wagholi,Pune",18.5823,73.983,49.9
3,1521.15024,"Action Area III,Kolkata",22.54111,88.33778,73
1,600,"Golani Market,Jalgaon",21.014143,75.564773,12
3,1880.141011,"Pholriwal,Jalandhar",31.261414,75.589997,80
2,1100.070972,"Sector-50 Noida,Noida",28.5679,77.3679,62
3,1800.306435,"Sector-85 Mohali,Mohali",30.66486,76.706107,70.5
3,77615.50473,"Ghorpadi,Pune",18.520209,73.905065,8450
2,959.8411297,"Bejai,Mangalore",12.87028,74.88056,43.5
2,600.0960154,"Kundli,Sonipat",28.874383,77.113251,25
3,1920.122888,"Jessore Road,Kolkata",22.54111,88.33778,100
2,1200,"Kanjur Marg (East),Mumbai",19.221571,73.042474,150
2,630.0114548,"Padappai,Chennai",12.8854,80.022,22
3,2152.567976,"Sector 75 Faridabad,Faridabad",28.365512,77.346306,57
1,509.3032731,"Wadala,Mumbai",31.292091,75.543763,150
3,1409.820126,"Danapur,Patna",25.63333,85.05,58
3,1781.472684,"Ramprastha Greens,Ghaziabad",28.651918,77.348794,120
2,935.2731591,"Manorama Ganj,Indore",22.718204,75.884972,31.5
2,1325.145443,"Sector-93 Noida,Noida",28.5216,77.3863,61.5
2,489.541611,"Pokhran-2,Maharashtra",19.371618,72.824114,110
2,1278.480435,"Andheri (West),Maharashtra",19.139348,72.820458,280
3,1791.151711,"Sector-107 Noida,Noida",28.546788,77.378494,100
3,1183.664556,"Moshi,Pune",18.669919,73.853723,54.2
3,1575.230853,"Nipania,Indore",22.760061,75.928572,58
2,965.1474531,"Katara Hills,Bhopal",23.185756,77.498465,18
2,1399.847289,"Baner,Pune",18.558319,73.77588,110
1,503.6807439,"Salap,Kolkata",22.614897,88.266824,13
3,1950.014625,"Khar West,Lalitpur",19.0705,72.8309,600
3,1335.113485,"Gariahat,Kolkata",22.517786,88.366066,140
2,1125.061145,"Sector-76 Noida,Noida",28.567633,77.383124,69
2,1040.081177,"Baner,Pune",18.558319,73.77588,82
3,1400.258509,"Shri Nagar,Indore",22.729423,75.890451,65
2,1339.013999,"Hebbal,Bangalore",13.04034,77.591347,110
3,1559.819061,"NIBM,Pune",18.475864,73.890009,100
3,1150.180743,"Ganapathi Nagar,Chennai",11.908735,79.476118,70
5,2700.348432,"Murlipura,Jaipur",26.979452,75.765051,93
2,1200,"Diwalipura,Vadodara",22.30287,73.158703,42
2,1100.13471,"Infopark,Kochi",10.009277,76.361736,49
2,1339.046599,"Kanakpura Road,Bangalore",12.896796,77.5724,75
1,465.1162791,"Betegaon,Palghar",19.7833,72.7833,15
3,1380.103508,"Sector-150 Noida,Noida",28.429614,77.481711,72
1,689.5293688,"Mira Road East,Maharashtra",19.2836,72.8675,56.7
4,2084.108671,"Raebareli Road,Lucknow",26.75,81,56
2,1000,"Kadamwadi,Kolhapur",16.710136,74.250482,48
3,1413.588691,"Gothapatna,Bhubaneswar",20.29613,85.741152,31
3,1306.076093,"Jodhpur Park,Kolkata",22.506447,88.363636,92
1,599.880024,"Bhowali,Nainital",29.388298,79.516656,20
3,1155.015198,"Dhokali,Lalitpur",24.69028,78.41889,190
2,1221.299463,"Kamrej,Surat",21.262,73.0477,25
2,860.0377003,"Pimple Saudagar,Pune",18.5956,73.7981,73
3,1960.049938,"Zirakpur,Chandigarh",30.662283,76.822397,47.1
2,900.2520706,"Barasat,Kolkata",22.747639,88.600902,25
3,2000,"Diwalipura,Vadodara",22.30287,73.158703,70
4,2950.701691,"Sector-137 Noida,Noida",28.506454,77.409568,82
5,2983.219391,"Roadpali,Maharashtra",19.040066,73.115347,240
3,1750.338134,"Sector 19 Kharghar,Lalitpur",19.048979,73.078232,220
2,977.1986971,"Ganeshpeth Colony,Nagpur",21.15389,79.08306,48
2,540.0328716,"Sector 89 Faridabad,Faridabad",28.431903,77.364821,23
3,1168.07611,"Singasandra,Bangalore",12.879728,77.650297,44.2
2,1225.156548,"Vishrantwadi,Pune",18.52361,73.84778,90
3,1505.174036,"Sector-74 Noida,Noida",28.577673,77.389781,80
1,380.016214,"Evershine Nagar,Lalitpur",24.69028,78.41889,75
1,650.2554575,"Katargam,Surat",21.232813,72.832454,14
2,1150.133498,"Vishwanatha Nagenahalli,Bangalore",13.039377,77.606124,56
3,1400.233372,"Mullanpur,Chandigarh",30.73528,76.79111,72
3,1312.06046,"khopat,Maharashtra",21.045254,75.384411,250
3,1500,"Sundarpada,Bhubaneswar",20.230195,85.816005,48
2,1110.03861,"Kalwar Road,Jaipur",26.9883,75.5846,23
1,650.026001,"Rajendra Nagar,Lalitpur",28.684262,77.357147,100
1,600.060006,"Sector-75 Noida,Noida",28.576117,77.382136,20
3,1812.953238,"Pratap Nagar,Jaipur",26.807408,75.838659,72.5
2,858.2907232,"Aditya Mega City, Ghaziabad,Ghaziabad",28.637077,77.362066,23.5
4,3469.052401,"Sector-82 Mohali,Mohali",30.654128,76.732427,190
3,861.7758598,"Kate Wasti,Pune",45.073846,7.680335,65.9
2,1080.175303,"Zirakpur,Chandigarh",30.662283,76.822397,41.9
2,1054.144705,"Doddathoguru,Bangalore",12.843566,77.652108,44
2,920.568122,"Chembur,Lalitpur",19.05871,72.89969,140
3,998.8014383,"Bidhan Park,Kolkata",22.630965,88.378465,25
2,950.3342884,"Sector-74A Mohali,Mohali",30.715271,76.681229,19.9
1,688.0349052,"Sector-16 Taloja,Maharashtra",19.076466,72.999804,41
2,1072.041166,"Yewalewadi,Pune",18.427234,73.889969,50
2,1150.113813,"Teachers Colony,Secunderabad",21.933219,86.74067,96
2,1000,"Munnekollal,Bangalore",12.96991,77.59796,50
2,1101.928375,"Panvel,Maharashtra",18.966114,73.148278,100
2,1313.62525,"Sector-143 Noida,Noida",28.5035,77.426447,59.1
2,1258.581236,"Kharadi,Pune",18.5438,73.9438,110
3,1590.214067,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,52
2,1350,"Sector-105 Mohali,Mohali",30.658839,76.681686,54
2,1600,"balajinagar,Nellore",14.43333,79.96667,40
2,1338.055884,"Sector-15 Bahadurgarh,Bahadurgarh",30.752321,76.772816,34
2,1000,"Jijai Nagar,Pune",18.507135,73.783055,90
2,990.0990099,"Sector-143 Noida,Noida",28.5035,77.426447,45
2,768.7379885,"Balkum,Maharashtra",19.222101,72.988231,120
2,950.209046,"Umbhel Gam,,Surat",21.186905,72.97787,25
3,2008.032129,"Sector 82 Faridabad,Faridabad",28.394375,77.357227,75
3,1503.436426,"Pahala,Bhubaneswar",20.26444,85.82806,70
2,825.0371267,"Union Park,Lalitpur",27.685618,85.325317,150
3,1600,"Vadavalli,Coimbatore",11.026678,76.903583,70
2,1307.8112,"Konanakunte,Bangalore",12.8855,77.5638,110
1,650.0397984,"Sector 21 Ulwe,Lalitpur",28.5889,77.3352,49
2,1075.076151,"Majiwada,Mumbai",19.218498,72.992114,120
1,580,"Kolshet Industrial Area,Maharashtra",19.249861,72.963866,75.4
2,834.6813329,"Karjat,Maharashtra",18.55,75,25.8
2,910.2053325,"Dighori,Nagpur",21.118085,79.239259,29.7
3,1550.169109,"Begum Bridge Road,Meerut",28.674211,77.404028,55
3,2109.89011,"Chembur,Maharashtra",19.05871,72.89969,480
2,950.1689189,"Indirapuram,Ghaziabad",28.63676,77.36315,45
2,1132.557479,"Doddathoguru,Bangalore",12.843566,77.652108,39.9
3,1269.047619,"Tambaram,Chennai",12.93,80.11,53.3
2,984.1574652,"Bhopura,Ghaziabad",28.698133,77.335746,41
2,1150.828248,"Akurdi,Pune",18.647126,73.763802,66
2,1049.180328,"Vaishali Nagar,Jaipur",26.91868,75.750399,32
3,1820.250284,"Sector-128 Noida,Noida",28.522931,77.357078,80
3,1233.183857,"Thakurpukur,Kolkata",22.461348,88.318428,33
2,900,"Andheri (West),Mumbai",19.139348,72.820458,360
2,1035.014314,"Sector-75 Noida,Noida",28.576117,77.382136,47
1,615.0691953,"Ulwe,Lalitpur",24.69028,78.41889,36
3,2056.137331,"Deonar,Mumbai",19.049513,72.919204,430
2,650.0956023,"Baradwari,Jamshedpur",22.808263,86.211829,17
2,832.2698774,"Moti Nagar,Mumbai",28.662407,77.139149,150
2,1017.060367,"Mohamadwadi,Pune",18.52361,73.84778,62
3,925.0693802,"Hirapur,Dhanbad",23.928951,86.523706,40
2,641.9772901,"Evershine Nagar,Mumbai",24.090195,87.990011,160
2,1245.01992,"Hebbal,Bangalore",13.04034,77.591347,100
1,510.0136833,"Sector 2 Charkop,Lalitpur",22.5855,88.427,82
2,1531.073446,"Kunhari,Kota",25.025959,75.873414,54.2
2,897.9591837,"Sarjapur,Bangalore",12.86,77.786,22
2,1118.864852,"Kanakpura Road,Bangalore",12.896796,77.5724,48.1
3,1350.024546,"Sector-50 Noida,Noida",28.5679,77.3679,110
3,1714.985708,"Sector-6 Kharghar,Maharashtra",19.043302,73.061357,210
2,754.8309179,"Vinay Nagar,Gwalior",26.225345,78.156295,25
2,1249.917769,"Marol,Mumbai",22.803593,83.755013,190
2,610.8108108,"Thaiyur,Chennai",12.78333,80.18333,22.6
3,1461.063413,"Alipore,Kolkata",22.53028,88.33417,97
3,1202.983399,"Laxmi Nagar,Maharashtra",20.07911,73.911636,150
2,1250,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,65
4,2430.379747,"Zirakpur,Chandigarh",30.662283,76.822397,96
2,1010.10101,"Sector 22 Kamothe,Mumbai",19.0168,73.09646,80
3,1549.950683,"NIBM,Pune",18.475864,73.890009,110
3,1445.652174,"Sector-70 Noida,Noida",28.59632,77.38143,66.5
2,850.2289078,"Crossing Republik,Ghaziabad",28.629811,77.434197,26
3,1415.285079,"Rajarhat,Kolkata",22.54111,88.33778,70
2,2600.104004,"Hanspal,Bhubaneswar",20.26444,85.82806,50
2,950.0239502,"Sector-33 Noida,Noida",28.587859,77.355927,59.5
3,1157.072606,"Sarjapur Road,Bangalore",12.86,77.786,80
3,2548.283262,"Sector-50 Noida,Noida",28.5679,77.3679,190
2,1171.646163,"Dadar (East),Mumbai",19.01798,72.84476,240
2,973.1543624,"Padur,Chennai",19.894104,102.136839,58
3,1992.204417,"PAL,Surat",21.17,72.83,92
2,650,"Devanahalli,Bangalore",13.23,77.7,39
3,1350.337584,"Vaishali Nagar,Jaipur",26.91868,75.750399,36
3,1020.906387,"Laxmi Nagar,Lalitpur",22.281215,70.789479,230
2,790.0178916,"Andheri (West),Mumbai",19.139348,72.820458,340
2,475.0103263,"Sector 82 Faridabad,Faridabad",28.394375,77.357227,23
2,1250,"Sector-4 Vaishali,Ghaziabad",28.644695,77.338956,65
2,1385.18024,"Panathur,Bangalore",12.9381,77.7042,83
2,825.1676122,"Sector-137 Noida,Noida",28.506454,77.409568,32
2,900.090009,"Shingnapur,Kolhapur",16.708038,74.182597,40
2,1017.087063,"Kengeri,Bangalore",12.919987,77.489265,75
1,500,"Chala,Vapi",20.386816,72.901148,50
2,1250,"Jagatpura,Jaipur",26.832353,75.841749,32
3,1649.970536,"Baner,Pune",18.558319,73.77588,140
2,1300.148588,"New Mehul Nagar,Jamnagar",22.47,70.07,35
2,1075.268817,"Horamavu Agara,Bangalore",13.0318,77.6583,37
3,2012.882448,"Chak Garia,Kolkata",22.54111,88.33778,150
3,1725.343903,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,74
2,943.1092181,"Sarjapur Road,Bangalore",12.86,77.786,31
2,1269.751693,"Wave City,Ghaziabad",28.656129,77.497742,45
2,861.1241584,"Calangute,Goa",15.545,73.76306,55
3,907.65588,"Bhadra Nagar,Lalitpur",24.862517,78.282467,92
2,1040.101699,"Rasanna Colony,Bangalore",12.96991,77.59796,90
2,830.0506472,"Dum Dum,Kolkata",22.648322,88.4431525,29.5
4,2266.009852,"Balewadi,Pune",18.097689,74.735239,230
2,986.1932939,"Karaundi, Near Bhu,Varanasi",25.427827,83.06955,40
2,1120,"Ratnagiri Nagar,Visakhapatnam",16.324317,80.400707,42
3,930.8320206,"Balkum,Mumbai",19.222101,72.988231,130
2,1288.217108,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,75
3,1350,"Pedagantyada,Visakhapatnam",17.6672,83.2051,37.8
2,1440.144014,"Kudasan,Gandhinagar",23.166495,72.63429,48
1,450,"Kharghar,Mumbai",19.038205,73.06612,54
3,1500,"Mansarovar,Jaipur",26.8626,75.7633,57.6
2,1100.058514,"kavesar,Lalitpur",24.69028,78.41889,94
2,759.7597598,"Keshav Nagar,Pune",27.16726,75.709505,75.9
1,689.2585383,"Majiwada,Lalitpur",19.218498,72.992114,77.9
1,649.9133449,"Kopargaon,Shirdi",19.77,74.48,15
2,603.9638794,"Khadakpada,Lalitpur",24.69028,78.41889,51.5
2,1095.17601,"Hennur,Bangalore",12.96991,77.59796,42
1,422.7287138,"Chembur (East),Lalitpur",19.05871,72.89969,120
2,1098.807496,"Patrakar Colony,Jaipur",22.471606,70.061222,38.7
2,807.1428571,"Mahim,Palghar",19.6394,72.7256,22.6
1,800,"Kasar vadavali,Lalitpur",24.6902,78.416,55
1,402.7472527,"JK Gram,Maharashtra",18.96,72.82,73.3
1,495.2380952,"AB Bypass Road,Indore",58.69175268,-117.0016994,5.2
2,1318.181818,"Pisoli,Pune",18.440853,73.90536,58
3,1285.077367,"Sector-137 Noida,Noida",28.506454,77.409568,49
3,1200,"150 Feet Ring Road,Rajkot",22.282765,70.776496,60
2,979.0550414,"Hajipur,Noida",28.538774,77.366515,20.1
2,955.2656104,"Bhagirathi,Rudrapur",29.014547,79.414653,20.5
2,1250,"Kakkanad,Kochi",9.930471,76.271273,52
4,2220.063827,"Lingarajapuram,Bangalore",13.008669,77.629239,160
1,590.1044031,"Sector-82 Noida,Noida",28.527597,77.389374,26
2,1536.657808,"Navodaya Nagar,Bangalore",15.438519,74.990374,98.3
2,1123.974373,"Sector-8 Ulwe,Mumbai",19.216097,72.821721,100
3,1290.000416,"Goregaon (East),Lalitpur",19.1615,72.8731,310
3,1575.375667,"Volagerekallahalli,Bangalore",12.880421,77.774422,65
2,1260.311641,"BV Nagar,Nellore",14.415772,79.964576,27.5
1,680.9669731,"Link Road,Lalitpur",19.213466,72.835096,100
3,91469.6814,"Kolshet Road,Maharashtra",19.249861,72.963866,8900
2,593.9123979,"Dhara Nagar,Porbandar",22.206071,69.658728,16
2,1010.10101,"Mahalakshmi Layout,Bangalore",13.009576,77.546567,85
1,630.1197227,"Virar West,Lalitpur",19.4559,72.8114,30
2,650,"Kestopur,Kolkata",22.605438,88.422084,23.4
2,1047.120419,"Dodsworth Layout,Bangalore",12.96991,77.59796,88
1,651.8904824,"Ravet,Pune",18.651598,73.735448,30
2,1100.110011,"Sector-93 Noida,Noida",28.5216,77.3863,60
3,1990.049751,"Ramprastha Greens,Ghaziabad",28.651918,77.348794,180
5,4175.064785,"Mukundapur,Kolkata",22.491565,88.402473,290
4,2625.925042,"Harlur,Bangalore",12.928575,77.585721,220
3,2400.137151,"Jakkur,Bangalore",12.928575,77.585721,140
3,1895.477931,"Zirakpur,Chandigarh",30.662283,76.822397,70
3,1499.863649,"Vaishali Nagar,Jaipur",26.91868,75.750399,55
3,634.3046638,"Hinjewadi,Pune",18.5853,73.7413,89.9
1,300.0428633,"Pratap Nagar,Vadodara",26.807408,75.838659,7
2,843.9545298,"Mansarovar,Jaipur",26.8626,75.7633,24.5
2,954.7738693,"Badlapur,Lalitpur",24.69028,78.41889,28.5
3,1524.390244,"Bhayli,Vadodara",22.288976,73.128222,35
2,992.6470588,"E M Bypass,Kolkata",22.54111,88.33778,64.8
3,1880.170469,"Baner,Pune",18.558319,73.77588,150
3,1575,"Zirakpur,Chandigarh",30.662283,76.822397,69.3
2,1204.819277,"Kandivali (East),Maharashtra",19.1955,72.8728,160
1,358.0123156,"Byculla East,Mumbai",18.977995,72.850686,100
3,2451.904942,"Sector-66A Mohali,Mohali",30.661104,76.746082,130
3,1300.236407,"Jalaram Nagar,Vadodara",22.056816,73.10999,33
2,955.0290135,"Chikhal Dongari,Maharashtra",21.554795,79.672938,39.5
2,1200.087279,"Sector-16 Ulwe,Maharashtra",19.076466,72.999804,110
3,1660.172793,"Jakkur,Bangalore",12.928575,77.585721,98
2,1191.789216,"Sector-68 Gurgaon,Gurgaon",28.376683,77.047179,77.8
3,1703.910615,"Zirakpur,Chandigarh",30.662283,76.822397,54.9
4,2960.039467,"Vasant Vihar,Vadodara",28.5574,77.159,180
2,1323.076923,"Niranjanpur,Dehradun",30.3018,78.015,51.6
2,1290.084777,"Zirakpur,Chandigarh",30.662283,76.822397,35
2,1000,"Pratapgarh,Kolkata",22.54111,88.33778,33
2,820.1892744,"Baguihati,Kolkata",22.617564,88.427982,26
3,1940.109658,"Sector 81 Faridabad,Faridabad",28.392679,77.344375,92
2,1125.118612,"Ghodbunder Road,Lalitpur",24.69028,78.41889,83
2,872.029649,"Sinhgad Road,Pune",19.164548,73.527868,40
2,828.1110116,"Khardah,Kolkata",22.72,88.38,18.5
2,1099.954359,"Jagatpura,Jaipur",26.832353,75.841749,24.1
2,955.0938338,"Sector-77 Noida,Noida",28.568096,77.390253,57
2,989.8904802,"Sector-143 Noida,Noida",28.5035,77.426447,47
4,2983.870968,"Sector-54 Gurgaon,Gurgaon",28.440728,77.114195,370
3,1334.615385,"Vidhan Sabha Road,Raipur",26.843849,80.942867,34.7
3,1750.18423,"Electronic City,Bangalore",12.8458,77.6727,95
1,513.0836326,"Mukundapur,Kolkata",22.491565,88.402473,30
3,1705.069124,"Zirakpur,Chandigarh",30.662283,76.822397,62.9
1,550.2063274,"Alwar Bypass Road,Bhiwadi",28.2102,76.8606,12
2,1012.009176,"Panathur,Bangalore",12.9381,77.7042,75
3,1185.214946,"Perumbakkam,Chennai",12.9053,80.1986,59
2,1000,"Sector-9 Khanda Colony,Lalitpur",28.716907,77.124699,95
4,1399.160504,"Versova,Lalitpur",24.69028,78.41889,490
2,850.0991782,"Behala,Kolkata",22.498882,88.317556,30
2,650.026001,"Kandivali (West),Lalitpur",19.1983,72.8409,150
3,1646.84355,"Sector-107 Noida,Noida",28.546788,77.378494,90
2,860,"Wagholi,Pune",18.5823,73.983,43
3,1590.151321,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,62
1,679.7706798,"Punawale,Pune",18.637802,73.745912,33.2
2,1455.074573,"Halasur,Bangalore",12.96991,77.59796,120
3,1875.779496,"Sector-20 Panchkula,Panchkula",30.6665,76.8625,75.2
1,750,"Desa Pathrunipalem,Visakhapatnam",17.638457,83.124941,15
2,1345.017322,"Sector-66A Mohali,Mohali",30.661104,76.746082,66
3,1700.102006,"Junwani,Bhilai",21.201983,81.374348,50
4,2304.147465,"Rajarajeshwari Nagar 5th Stage,Bangalore",12.919423,77.522774,120
2,1399.176955,"Sector-79 Noida,Noida",28.558047,77.392752,85
2,1160.934552,"Mulund (West),Maharashtra",19.1759,72.9522,160
2,1355.01355,"Marathahalli,Bangalore",12.95619,77.70194,120
1,610.0316313,"Naigaon (East),Lalitpur",19.35269,72.864824,27
2,900.0163639,"Ambegaon Pathar,Pune",19.11667,73.73333,55
3,1410.033233,"Pimple Saudagar,Pune",18.5956,73.7981,89.1
2,1075.05864,"sector-121 Noida,Noida",28.602325,77.401994,55
3,1510.003775,"Shreehans Nagar,Pune",21,77,80
2,1050.213325,"Adajan,Surat",24.395822,78.989627,32
3,2548.160228,"Sector-50 Noida,Noida",28.5679,77.3679,250
1,567.8571429,"Mahim,Palghar",19.6394,72.7256,15.9
3,1445.270988,"Pallavaram,Chennai",12.968,80.1502,68
3,830.3093671,"Powai,Mumbai",19.12,72.91,270
1,307.9637501,"Malad (East),Maharashtra",19.1758,72.8643,76.8
2,1050.057537,"Sector 2 Ulwe,Lalitpur",22.5855,88.427,73
2,780,"Nager Bazar,Kolkata",22.54111,88.33778,31.2
2,1174.724867,"Jogeshwari (West),Lalitpur",19.141644,72.842908,190
1,600.1091107,"Boisar,Palghar",19.811319,72.76894,22
3,1712.838844,"Laxmi Nagar,Maharashtra",20.07911,73.911636,230
2,917.9589795,"Jigani,Bangalore",12.778033,77.632191,36.7
1,695.611578,"Waghodia,Vadodara",22.294094,73.233686,14.9
3,1600.162042,"Doddabommasandra,Bangalore",12.96991,77.59796,79
2,1049.868766,"Kondhwa,Pune",18.52361,73.84778,60
